example_id                                  | status | run_time        |
./spec/models/loan_spec.rb[1:3:2]           | passed | 0.00013 seconds |
./spec/models/loan_spec.rb[1:3:3]           | passed | 0.00013 seconds |
./spec/models/loan_spec.rb[1:3:4]           | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:4:1]           | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:4:2]           | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:4:3]           | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:5:1]           | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:5:2]           | passed | 0.00013 seconds |
./spec/models/loan_spec.rb[1:5:3]           | passed | 0.00012 seconds |
./spec/models/loan_spec.rb[1:6:1:1]         | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:6:1:2]         | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:6:2:1]         | passed | 0.00012 seconds |
./spec/models/loan_spec.rb[1:6:2:2]         | passed | 0.00011 seconds |
./spec/models/loan_spec.rb[1:7:1]           | passed | 0.00191 seconds |
./spec/models/loan_spec.rb[1:7:2]           | passed | 0.00028 seconds |
./spec/models/loan_spec.rb[1:8:1]           | passed | 0.00043 seconds |
./spec/models/loan_spec.rb[1:8:2]           | passed | 0.00044 seconds |
./spec/models/loan_spec.rb[1:8:3]           | passed | 0.00012 seconds |
./spec/models/loan_spec.rb[1:9:1]           | passed | 0.00012 seconds |
./spec/models/loan_spec.rb[1:9:2]           | passed | 0.00011 seconds |
./spec/models/member_spec.rb[1:1:1]         | passed | 0.00016 seconds |
./spec/models/member_spec.rb[1:1:2]         | passed | 0.0001 seconds  |
./spec/models/member_spec.rb[1:1:3]         | passed | 0.00011 seconds |
./spec/models/member_spec.rb[1:1:4:1]       | passed | 0.00011 seconds |
./spec/models/member_spec.rb[1:1:4:2]       | passed | 0.0001 seconds  |
./spec/models/member_spec.rb[1:1:5]         | passed | 0.00012 seconds |
./spec/models/member_spec.rb[1:1:6]         | passed | 0.0001 seconds  |
./spec/models/member_spec.rb[1:2:1:1]       | passed | 0.00014 seconds |
./spec/models/member_spec.rb[1:2:2:1]       | passed | 0.00014 seconds |
./spec/models/member_spec.rb[1:2:3:1]       | passed | 0.00015 seconds |
./spec/models/member_spec.rb[1:2:3:2]       | passed | 0.00017 seconds |
./spec/models/member_spec.rb[1:2:4:1]       | passed | 0.00015 seconds |
./spec/models/member_spec.rb[1:2:4:2]       | passed | 0.00014 seconds |
./spec/models/member_spec.rb[1:2:5:1]       | passed | 0.00014 seconds |
./spec/models/member_spec.rb[1:2:5:2]       | passed | 0.00012 seconds |
./spec/models/member_spec.rb[1:2:5:3]       | passed | 0.00023 seconds |
./spec/models/member_spec.rb[1:2:6:1]       | passed | 0.00012 seconds |
./spec/models/member_spec.rb[1:2:6:2]       | passed | 0.00015 seconds |
./spec/models/member_spec.rb[1:3:1]         | passed | 0.00014 seconds |
./spec/models/member_spec.rb[1:3:2]         | passed | 0.00015 seconds |
./spec/models/member_spec.rb[1:4:1]         | passed | 0.00013 seconds |
./spec/models/member_spec.rb[1:4:2]         | passed | 0.00024 seconds |
./spec/models/member_spec.rb[1:4:3]         | passed | 0.00011 seconds |
./spec/models/member_spec.rb[1:5:1]         | passed | 0.00012 seconds |
./spec/models/reservation_spec.rb[1:1:1]    | passed | 0.00073 seconds |
./spec/models/reservation_spec.rb[1:1:2]    | passed | 0.00012 seconds |
./spec/models/reservation_spec.rb[1:1:3]    | passed | 0.00021 seconds |
./spec/models/reservation_spec.rb[1:1:4]    | passed | 0.00042 seconds |
./spec/models/reservation_spec.rb[1:1:5]    | passed | 0.00114 seconds |
./spec/models/reservation_spec.rb[1:1:6]    | passed | 0.00015 seconds |
./spec/models/reservation_spec.rb[1:1:7]    | passed | 0.00011 seconds |
./spec/models/reservation_spec.rb[1:2:1]    | passed | 0.00013 seconds |
./spec/models/reservation_spec.rb[1:2:2]    | passed | 0.00014 seconds |
./spec/models/reservation_spec.rb[1:3:1]    | passed | 0.00012 seconds |
./spec/models/reservation_spec.rb[1:3:2]    | passed | 0.00014 seconds |
./spec/models/reservation_spec.rb[1:3:3]    | passed | 0.00052 seconds |
./spec/models/reservation_spec.rb[1:3:4]    | passed | 0.00011 seconds |
./spec/models/reservation_spec.rb[1:4:1]    | passed | 0.00015 seconds |
./spec/models/reservation_spec.rb[1:4:2]    | passed | 0.00016 seconds |
./spec/models/reservation_spec.rb[1:4:3]    | passed | 0.00072 seconds |
